stock,Bearish,Neutral,Bullish,Total_Compound,date,assetType,assetMainType,cusip,assetSubType,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed,realtimeEntitled,high52,low52,dividendAmount,dividendYield,dividendDate,pegRatio,pbRatio,prRatio,pcfRatio,grossMarginTTM,grossMarginMRQ,netProfitMarginTTM,netProfitMarginMRQ,operatingMarginTTM,operatingMarginMRQ,returnOnEquity,returnOnAssets,returnOnInvestment,quickRatio,currentRatio,interestCoverage,totalDebtToCapital,ltDebtToEquity,totalDebtToEquity,epsTTM,epsChangePercentTTM,epsChangeYear,epsChange,revChangeYear,revChangeTTM,revChangeIn,sharesOutstanding,marketCapFloat,marketCap,bookValuePerShare,shortIntToFloat,shortIntDayToCover,divGrowthRate3Year,dividendPayAmount,dividendPayDate,beta,vol1DayAvg,vol10DayAvg,vol3MonthAvg
TSLA,0.274,0.701,0.025,-0.32,2022-07-30,EQUITY,EQUITY,88160R101,,TSLA,"Tesla, Inc.  - Common Stock",773.85,100,Q,774.14,200,M,773.9221,100,D,799.54,801.9299,768.79, ,805.3,-31.3779,18294056,1658861428127.0,1658861425918.0,773.9221,q,NASD,True,True,0.0257,4,1243.49,620.57,0.0,97.93,0.0,0.0,,Normal,773.9221,1,-31.3779,1658861425918.0,-3.8964,-31.3779,-3.8964,-3.8964,True,False,1243.49,620.57,0.0,0.0, ,0.287988,23.04589,12.42601,64.38862,27.09853,25.00295,14.21999,13.39908,15.90686,14.55061,31.0984,15.44732,23.08706,1.05925,1.43082,0.0,10.52557,7.96679,12.17836,8.33118,335.6423,91.3919,0.0,0.0,60.44623,0.0,1036390569.0,852.8917,834605.3,37.79043,0.0,0.0,0.0,0.0, ,2.14065,29866540.0,29866538.0,644139300.0
AAPL,0.133,0.779,0.088,-0.087,2022-07-30,EQUITY,EQUITY,037833100,,AAPL,Apple Inc. - Common Stock,151.46,500,P,151.47,200,Q,151.47,300,D,152.265,153.085,150.8, ,152.95,-1.48,36378806,1658861428017.0,1658861427565.0,151.47,q,NASD,True,True,0.018,4,182.94,129.04,0.0,25.0466,0.92,0.6,2022-05-06 00:00:00.000,Normal,151.47,3,-1.48,1658861427565.0,-0.9676,-1.48,-0.9676,-0.9676,True,False,182.94,129.04,0.92,0.6,2022-05-06 00:00:00.000,0.65339,36.78018,6.41299,21.87051,43.32219,43.74987,26.40687,25.70982,30.92584,30.81786,149.2711,29.64002,44.91251,0.88402,0.92684,0.0,64.03085,153.3005,178.016,6.15212,38.04979,9.23257,0.0,0.0,18.62627,0.0,16185181000.0,16173.42,2475524.0,0.0,0.0,0.0,0.0,0.23,2022-05-12 00:00:00.000,1.20725,71778760.0,71778763.0,1908809630.0
MSFT,0.065,0.788,0.148,0.135,2022-07-30,EQUITY,EQUITY,594918104,,MSFT,Microsoft Corporation - Common Stock,249.92,300,Q,249.94,100,H,249.923,100,D,259.86,259.88,249.69, ,258.83,-8.907,20893222,1658861428225.0,1658861427781.0,249.923,q,NASD,True,True,0.0153,4,349.67,241.51,0.0,27.1637,2.48,0.96,2022-08-17 00:00:00.000,Normal,249.923,1,-8.907,1658861427781.0,-3.4413,-8.907,-3.4412,-3.4413,True,False,349.67,241.51,2.48,0.96,2022-08-17 00:00:00.000,0.887,11.8879,10.05312,22.43597,68.7303,68.36507,37.62834,33.88979,42.52819,41.15478,48.72154,22.17523,28.76071,1.94509,1.98765,180.2124,28.3501,37.8876,39.56753,9.58486,30.44424,9.1275,0.0,0.0,20.37145,0.0,7479033135.0,7455.382,1935798.0,15.4153,0.0,0.0,0.0,0.62,2022-09-08 00:00:00.000,0.91648,25436060.0,25436059.0,643050730.0
GOOG,0.065,0.72,0.215,0.229,2022-07-30,EQUITY,EQUITY,02079K107,,GOOG,Alphabet Inc. - Class C Capital Stock,105.21,200,Q,105.23,100,K,105.22,200,Q,107.43,107.74,104.76, ,108.21,-2.99,19919066,1658861428279.0,1658861426713.0,105.22,q,NASD,True,True,0.0165,4,152.1,102.208,0.0,19.32,0.0,0.0,,Normal,105.22,2,-2.99,1658861426713.0,-2.7631,-2.99,-2.7631,-2.7631,True,False,152.1,102.208,0.0,0.0, ,0.417495,5.57657,5.25385,16.13805,56.92921,56.4791,27.57293,24.16668,30.47009,29.54522,30.80016,21.78894,26.30216,2.84891,2.871,15.847,5.5663,5.82314,5.8944,5.43227,47.40414,0.0,0.0,0.0,37.44725,0.0,6267528340.0,11817.0,1420294.0,13.57264,0.0,0.0,0.0,0.0, ,1.08028,38901810.0,19146606.0,829834460.0
AMZN,0.194,0.653,0.153,-0.121,2022-07-30,EQUITY,EQUITY,023135106,,AMZN,"Amazon.com, Inc. - Common Stock",114.64,1100,P,114.65,500,P,114.65,100,D,115.79,118.15,114.5401, ,121.14,-6.49,45962643,1658861427927.0,1658861427545.0,114.65,q,NASD,True,True,0.0173,4,188.1073,101.26,0.0,57.87,0.0,0.0,,Normal,114.65,1,-6.49,1658861427545.0,-5.3574,-6.49,-5.3574,-5.3574,True,False,188.1073,101.26,0.0,0.0, ,0.0,9.20296,2.57987,21.55862,42.13686,42.89186,4.4804,0.0,4.11995,3.15087,18.0456,5.83366,8.93864,0.70884,0.95963,0.42688,34.74189,51.07499,53.23766,2.06795,0.0,0.0,0.0,0.0,13.98564,0.0,10174409620.0,9169.922,1232528.0,46.36798,0.0,0.0,0.0,0.0, ,1.26722,60441380.0,60441376.0,1847835780.0
SIGA,0.0,0.671,0.329,0.314,2022-07-30,EQUITY,EQUITY,826917106,,SIGA,SIGA Technologies Inc. - Common Stock,17.3,800,K,17.31,200,Q,17.3,100,D,15.15,17.82,15.07, ,15.69,1.61,36098461,1658861427725.0,1658861427096.0,17.3,q,NASD,True,True,0.0686,4,17.82,5.84,0.0,13.15,0.0,0.0,,Normal,17.3,1,1.61,1658861427096.0,10.2613,1.61,10.2613,10.2613,True,False,16.34,5.84,0.0,0.0, ,1.933361,6.78781,8.14988,16.13389,84.88396,55.2141,50.14621,0.0,64.30838,0.0,48.13816,43.24093,45.30825,22.21265,24.46075,0.0,0.0,0.0,0.0,0.89253,9.09258,53.30813,0.0,0.0,9.62832,0.0,72406667.0,40.26925,1136.061,0.0,0.0,0.0,0.0,0.0, ,0.4804,12245550.0,12245553.0,253319180.0
COIN,0.255,0.697,0.048,-0.542,2022-07-30,EQUITY,EQUITY,19260Q107,,COIN,"Coinbase Global, Inc. - Class A Common Stock",54.01,100,P,54.04,300,V,54.014,100,D,61.69,62.89,53.9101, ,67.07,-13.056,20062182,1658861428174.0,1658861428124.0,54.014,q,NASD,True,True,0.0431,4,368.9,40.83,0.0,5.07,0.0,0.0,,Normal,54.014,1,-13.056,1658861428124.0,-19.4662,-13.056,-19.4662,-19.4662,True,False,368.9,40.83,0.0,0.0, ,0.011309,2.28511,2.06678,5.93891,81.79423,76.18163,33.63047,0.0,21.29692,0.0,60.73629,15.58383,37.51254,0.0,1.55108,0.0,35.24876,52.13695,54.4372,10.41785,569.2567,0.0,0.0,0.0,149.4759,0.0,173706582.0,170.4901,14890.66,0.0,0.0,0.0,0.0,0.0, ,0.0,15088330.0,15088333.0,316512160.0
ON,0.138,0.679,0.183,0.203,2022-07-30,EQUITY,EQUITY,682189105,,ON,ON Semiconductor Corporation - Common Stock,58.27,900,Q,58.28,100,Q,58.28,100,Q,58.85,60.12,58.18, ,59.34,-1.06,2856977,1658861427646.0,1658861426549.0,58.28,q,NASD,True,True,0.0258,4,71.255,34.81,0.0,17.63,0.0,0.0,,Normal,58.28,1,-1.06,1658861426549.0,-1.7863,-1.06,-1.7863,-1.7863,True,False,71.255,34.81,0.0,0.0, ,0.058263,5.15844,3.57951,12.66508,43.79226,49.42416,20.1566,27.30077,24.8518,33.27506,33.62155,15.41066,18.72586,1.83347,2.78871,29.91509,39.15142,60.93394,64.59726,3.25513,312.8885,485.7214,0.0,0.0,31.95391,5.35724,434505663.0,432.7975,25783.57,19.06774,0.0,0.0,0.0,0.0, ,1.76245,5965990.0,5965987.0,183586640.0
GOOGL,0.22,0.663,0.117,-0.238,2022-07-30,EQUITY,EQUITY,02079K305,,GOOGL,Alphabet Inc. - Class A Common Stock,104.61,300,Q,104.63,300,Q,104.6263,100,D,106.6,107.2,104.07, ,107.51,-2.8837,24207877,1658861427994.0,1658861427875.0,104.6263,q,NASD,True,True,0.019,4,151.5466,101.8847,0.0,19.24,0.0,0.0,,Normal,104.6263,1,-2.8837,1658861427875.0,-2.6823,-2.8837,-2.6823,-2.6823,True,False,151.5466,101.8847,0.0,0.0, ,0.417495,5.57657,5.25385,16.13805,56.92921,56.4791,27.57293,24.16668,30.47009,29.54522,30.80016,21.78894,26.30216,2.84891,2.871,15.847,5.5663,5.82314,5.8944,5.43227,47.40414,0.0,0.0,0.0,37.44725,0.0,6015272440.0,11817.0,1420294.0,13.57264,0.0,0.0,0.0,0.0, ,1.08028,38901810.0,23195784.0,829834460.0
HAS,0.199,0.703,0.099,-0.169,2022-07-30,EQUITY,EQUITY,418056107,,HAS,"Hasbro, Inc. - Common Stock",77.71,100,H,77.74,100,Q,77.715,100,Q,77.72,78.63,77.04, ,78.66,-0.945,1049990,1658861428233.0,1658861416240.0,77.715,q,NASD,True,True,0.0385,4,105.73,77.04,0.0,20.9135,2.8,3.56,2022-07-29 00:00:00.000,Normal,77.715,1,-0.945,1658861416240.0,-1.2014,-0.945,-1.2014,-1.2014,True,False,105.73,77.11,2.8,3.56,2022-07-29 00:00:00.000,1.228951,3.64065,1.69119,13.55815,59.33515,61.05137,8.37381,10.49134,13.54518,16.36051,18.37191,5.54037,7.09286,1.02766,1.42962,5.34053,56.69206,124.1038,131.9039,3.87932,16.49924,751.9375,0.0,0.0,9.24951,15.14057,139442133.0,128.7577,10968.54,7.90731,0.0,0.0,0.0,0.7,2022-08-15 00:00:00.000,0.81627,1558790.0,1558793.0,23258820.0
TSLA,0.274,0.701,0.025,-0.32,2022-07-30,EQUITY,EQUITY,88160R101,,TSLA,"Tesla, Inc.  - Common Stock",775.15,100,Q,775.36,100,Q,775.27,200,K,799.54,801.9299,768.79, ,805.3,-30.03,18422712,1658861710609.0,1658861702183.0,775.27,q,NASD,True,True,0.0256,4,1243.49,620.57,0.0,97.93,0.0,0.0,,Normal,775.27,2,-30.03,1658861702183.0,-3.729,-30.03,-3.729,-3.729,True,False,1243.49,620.57,0.0,0.0, ,0.287988,23.04589,12.42601,64.38862,27.09853,25.00295,14.21999,13.39908,15.90686,14.55061,31.0984,15.44732,23.08706,1.05925,1.43082,0.0,10.52557,7.96679,12.17836,8.33118,335.6423,91.3919,0.0,0.0,60.44623,0.0,1036390569.0,852.8917,834605.3,37.79043,0.0,0.0,0.0,0.0, ,2.14065,29866540.0,29866538.0,644139300.0
AAPL,0.133,0.779,0.088,-0.087,2022-07-30,EQUITY,EQUITY,037833100,,AAPL,Apple Inc. - Common Stock,151.55,800,Z,151.56,100,Q,151.555,100,Z,152.265,153.085,150.8, ,152.95,-1.395,36799761,1658861710545.0,1658861710640.0,151.555,q,NASD,True,True,0.0179,4,182.94,129.04,0.0,25.0466,0.92,0.6,2022-05-06 00:00:00.000,Normal,151.555,1,-1.395,1658861710640.0,-0.9121,-1.395,-0.9121,-0.9121,True,False,182.94,129.04,0.92,0.6,2022-05-06 00:00:00.000,0.65339,36.78018,6.41299,21.87051,43.32219,43.74987,26.40687,25.70982,30.92584,30.81786,149.2711,29.64002,44.91251,0.88402,0.92684,0.0,64.03085,153.3005,178.016,6.15212,38.04979,9.23257,0.0,0.0,18.62627,0.0,16185181000.0,16173.42,2475524.0,0.0,0.0,0.0,0.0,0.23,2022-05-12 00:00:00.000,1.20725,71778760.0,71778763.0,1908809630.0
MSFT,0.065,0.788,0.148,0.135,2022-07-30,EQUITY,EQUITY,594918104,,MSFT,Microsoft Corporation - Common Stock,250.11,300,V,250.12,100,Q,250.1,100,Q,259.86,259.88,249.69, ,258.83,-8.73,21111850,1658861710652.0,1658861710539.0,250.11,q,NASD,True,True,0.0152,4,349.67,241.51,0.0,27.1637,2.48,0.96,2022-08-17 00:00:00.000,Normal,250.1,1,-8.73,1658861710539.0,-3.3729,-8.72,-3.369,-3.3729,True,False,349.67,241.51,2.48,0.96,2022-08-17 00:00:00.000,0.887,11.8879,10.05312,22.43597,68.7303,68.36507,37.62834,33.88979,42.52819,41.15478,48.72154,22.17523,28.76071,1.94509,1.98765,180.2124,28.3501,37.8876,39.56753,9.58486,30.44424,9.1275,0.0,0.0,20.37145,0.0,7479033135.0,7455.382,1935798.0,15.4153,0.0,0.0,0.0,0.62,2022-09-08 00:00:00.000,0.91648,25436060.0,25436059.0,643050730.0
GOOG,0.065,0.72,0.215,0.229,2022-07-30,EQUITY,EQUITY,02079K107,,GOOG,Alphabet Inc. - Class C Capital Stock,105.58,200,Z,105.59,100,Q,105.5899,200,D,107.43,107.74,104.76, ,108.21,-2.6201,20202510,1658861708922.0,1658861710024.0,105.5899,q,NASD,True,True,0.0165,4,152.1,102.208,0.0,19.32,0.0,0.0,,Normal,105.5899,2,-2.6201,1658861710024.0,-2.4213,-2.6201,-2.4213,-2.4213,True,False,152.1,102.208,0.0,0.0, ,0.417495,5.57657,5.25385,16.13805,56.92921,56.4791,27.57293,24.16668,30.47009,29.54522,30.80016,21.78894,26.30216,2.84891,2.871,15.847,5.5663,5.82314,5.8944,5.43227,47.40414,0.0,0.0,0.0,37.44725,0.0,6267528340.0,11817.0,1420294.0,13.57264,0.0,0.0,0.0,0.0, ,1.08028,38901810.0,19146606.0,829834460.0
AMZN,0.194,0.653,0.153,-0.121,2022-07-30,EQUITY,EQUITY,023135106,,AMZN,"Amazon.com, Inc. - Common Stock",114.8,100,P,114.81,600,P,114.805,100,D,115.79,118.15,114.5401, ,121.14,-6.335,46365718,1658861710607.0,1658861710591.0,114.805,q,NASD,True,True,0.0173,4,188.1073,101.26,0.0,57.87,0.0,0.0,,Normal,114.805,1,-6.335,1658861710591.0,-5.2295,-6.335,-5.2295,-5.2295,True,False,188.1073,101.26,0.0,0.0, ,0.0,9.20296,2.57987,21.55862,42.13686,42.89186,4.4804,0.0,4.11995,3.15087,18.0456,5.83366,8.93864,0.70884,0.95963,0.42688,34.74189,51.07499,53.23766,2.06795,0.0,0.0,0.0,0.0,13.98564,0.0,10174409620.0,9169.922,1232528.0,46.36798,0.0,0.0,0.0,0.0, ,1.26722,60441380.0,60441376.0,1847835780.0
SIGA,0.0,0.671,0.329,0.314,2022-07-30,EQUITY,EQUITY,826917106,,SIGA,SIGA Technologies Inc. - Common Stock,17.4,100,Q,17.41,100,U,17.4,100,D,15.15,17.82,15.07, ,15.69,1.71,36281759,1658861702176.0,1658861702025.0,17.4,q,NASD,True,True,0.0685,4,17.82,5.84,0.0,13.15,0.0,0.0,,Normal,17.4,1,1.71,1658861702025.0,10.8987,1.71,10.8987,10.8987,True,False,16.34,5.84,0.0,0.0, ,1.933361,6.78781,8.14988,16.13389,84.88396,55.2141,50.14621,0.0,64.30838,0.0,48.13816,43.24093,45.30825,22.21265,24.46075,0.0,0.0,0.0,0.0,0.89253,9.09258,53.30813,0.0,0.0,9.62832,0.0,72406667.0,40.26925,1136.061,0.0,0.0,0.0,0.0,0.0, ,0.4804,12245550.0,12245553.0,253319180.0
COIN,0.255,0.697,0.048,-0.542,2022-07-30,EQUITY,EQUITY,19260Q107,,COIN,"Coinbase Global, Inc. - Class A Common Stock",54.04,200,V,54.07,100,H,54.07,100,D,61.69,62.89,53.9, ,67.07,-13.0,20390022,1658861710603.0,1658861709581.0,54.07,q,NASD,True,True,0.0429,4,368.9,40.83,0.0,5.07,0.0,0.0,,Normal,54.07,1,-13.0,1658861709581.0,-19.3827,-13.0,-19.3827,-19.3827,True,False,368.9,40.83,0.0,0.0, ,0.011309,2.28511,2.06678,5.93891,81.79423,76.18163,33.63047,0.0,21.29692,0.0,60.73629,15.58383,37.51254,0.0,1.55108,0.0,35.24876,52.13695,54.4372,10.41785,569.2567,0.0,0.0,0.0,149.4759,0.0,173706582.0,170.4901,14890.66,0.0,0.0,0.0,0.0,0.0, ,0.0,15088330.0,15088333.0,316512160.0
ON,0.138,0.679,0.183,0.203,2022-07-30,EQUITY,EQUITY,682189105,,ON,ON Semiconductor Corporation - Common Stock,58.31,300,Q,58.33,300,Q,58.32,100,Q,58.85,60.12,58.18, ,59.34,-1.02,2899213,1658861710621.0,1658861709378.0,58.32,q,NASD,True,True,0.0257,4,71.255,34.81,0.0,17.63,0.0,0.0,,Normal,58.32,1,-1.02,1658861709378.0,-1.7189,-1.02,-1.7189,-1.7189,True,False,71.255,34.81,0.0,0.0, ,0.058263,5.15844,3.57951,12.66508,43.79226,49.42416,20.1566,27.30077,24.8518,33.27506,33.62155,15.41066,18.72586,1.83347,2.78871,29.91509,39.15142,60.93394,64.59726,3.25513,312.8885,485.7214,0.0,0.0,31.95391,5.35724,434505663.0,432.7975,25783.57,19.06774,0.0,0.0,0.0,0.0, ,1.76245,5965990.0,5965987.0,183586640.0
GOOGL,0.22,0.663,0.117,-0.238,2022-07-30,EQUITY,EQUITY,02079K305,,GOOGL,Alphabet Inc. - Class A Common Stock,104.9,1400,P,104.92,300,P,104.91,100,Z,106.6,107.2,104.07, ,107.51,-2.6,24758713,1658861708474.0,1658861709530.0,104.91,q,NASD,True,True,0.0188,4,151.5466,101.8847,0.0,19.24,0.0,0.0,,Normal,104.91,1,-2.6,1658861709530.0,-2.4184,-2.6,-2.4184,-2.4184,True,False,151.5466,101.8847,0.0,0.0, ,0.417495,5.57657,5.25385,16.13805,56.92921,56.4791,27.57293,24.16668,30.47009,29.54522,30.80016,21.78894,26.30216,2.84891,2.871,15.847,5.5663,5.82314,5.8944,5.43227,47.40414,0.0,0.0,0.0,37.44725,0.0,6015272440.0,11817.0,1420294.0,13.57264,0.0,0.0,0.0,0.0, ,1.08028,38901810.0,23195784.0,829834460.0
HAS,0.199,0.703,0.099,-0.169,2022-07-30,EQUITY,EQUITY,418056107,,HAS,"Hasbro, Inc. - Common Stock",77.71,100,P,77.75,100,M,77.73,100,D,77.72,78.63,77.04, ,78.66,-0.93,1056896,1658861706938.0,1658861700955.0,77.73,q,NASD,True,True,0.0384,4,105.73,77.04,0.0,20.9135,2.8,3.56,2022-07-29 00:00:00.000,Normal,77.73,1,-0.93,1658861700955.0,-1.1823,-0.93,-1.1823,-1.1823,True,False,105.73,77.11,2.8,3.56,2022-07-29 00:00:00.000,1.228951,3.64065,1.69119,13.55815,59.33515,61.05137,8.37381,10.49134,13.54518,16.36051,18.37191,5.54037,7.09286,1.02766,1.42962,5.34053,56.69206,124.1038,131.9039,3.87932,16.49924,751.9375,0.0,0.0,9.24951,15.14057,139442133.0,128.7577,10968.54,7.90731,0.0,0.0,0.0,0.7,2022-08-15 00:00:00.000,0.81627,1558790.0,1558793.0,23258820.0
MSFT,0.135,0.669,0.196,0.148,2022-07-31,EQUITY,EQUITY,594918104,,MSFT,Microsoft Corporation - Common Stock,264.03,200,P,264.15,200,P,264.05,0,P,259.86,259.88,249.57, ,258.83,5.22,38760838,1658874728242.0,1658874730127.0,264.03,q,NASD,True,True,0.04,4,349.67,241.51,0.0,27.1637,2.48,0.96,2022-08-17 00:00:00.000,Normal,251.9,30353,-6.93,1658865600578.0,2.0168,5.2,2.009,-2.6774,True,False,349.67,241.51,2.48,0.96,2022-08-17 00:00:00.000,0.887,11.8879,10.05312,22.43597,68.7303,68.36507,37.62834,33.88979,42.52819,41.15478,48.72154,22.17523,28.76071,1.94509,1.98765,180.2124,28.3501,37.8876,39.56753,9.58486,30.44424,9.1275,0.0,0.0,20.37145,0.0,7479033135.0,7455.382,1935798.0,15.4153,0.0,0.0,0.0,0.62,2022-09-08 00:00:00.000,0.91648,25436060.0,25436059.0,643050730.0
GOOG,0.105,0.681,0.214,0.182,2022-07-31,EQUITY,EQUITY,02079K107,,GOOG,Alphabet Inc. - Class C Capital Stock,110.76,500,P,110.84,200,P,110.77,0,P,107.43,107.74,104.76, ,108.21,2.56,36335136,1658874729427.0,1658874727798.0,110.76,q,NASD,True,True,0.0315,4,152.1,102.208,0.0,19.32,0.0,0.0,,Normal,105.44,20142,-2.77,1658865600474.0,2.3658,2.55,2.3565,-2.5598,True,False,152.1,102.208,0.0,0.0, ,0.417495,5.57657,5.25385,16.13805,56.92921,56.4791,27.57293,24.16668,30.47009,29.54522,30.80016,21.78894,26.30216,2.84891,2.871,15.847,5.5663,5.82314,5.8944,5.43227,47.40414,0.0,0.0,0.0,37.44725,0.0,6267528340.0,11817.0,1420294.0,13.57264,0.0,0.0,0.0,0.0, ,1.08028,38901810.0,19146606.0,829834460.0
GOOGL,0.146,0.585,0.269,0.279,2022-07-31,EQUITY,EQUITY,02079K305,,GOOGL,Alphabet Inc. - Class A Common Stock,110.55,200,P,110.6,1900,P,110.51,0,P,106.6,107.2,104.07, ,107.51,3.0,47531855,1658874729427.0,1658874727798.0,110.55,q,NASD,True,True,0.0317,4,151.5466,101.8847,0.0,19.24,0.0,0.0,,Normal,105.02,35558,-2.49,1658865600435.0,2.7904,3.04,2.8276,-2.3161,True,False,151.5466,101.8847,0.0,0.0, ,0.417495,5.57657,5.25385,16.13805,56.92921,56.4791,27.57293,24.16668,30.47009,29.54522,30.80016,21.78894,26.30216,2.84891,2.871,15.847,5.5663,5.82314,5.8944,5.43227,47.40414,0.0,0.0,0.0,37.44725,0.0,6015272440.0,11817.0,1420294.0,13.57264,0.0,0.0,0.0,0.0, ,1.08028,38901810.0,23195784.0,829834460.0
TSLA,0.169,0.76,0.07,-0.352,2022-07-31,EQUITY,EQUITY,88160R101,,TSLA,"Tesla, Inc.  - Common Stock",784.0,400,P,785.0,200,Q,784.2,0,P,799.54,801.9299,768.79, ,805.3,-21.1,22175865,1658874721538.0,1658874726918.0,784.0,q,NASD,True,True,0.0265,4,1243.49,620.57,0.0,97.93,0.0,0.0,,Normal,776.58,4050,-28.72,1658865600746.0,-2.6201,-21.3,-2.645,-3.5664,True,False,1243.49,620.57,0.0,0.0, ,0.287988,23.04589,12.42601,64.38862,27.09853,25.00295,14.21999,13.39908,15.90686,14.55061,31.0984,15.44732,23.08706,1.05925,1.43082,0.0,10.52557,7.96679,12.17836,8.33118,335.6423,91.3919,0.0,0.0,60.44623,0.0,1036390569.0,852.8917,834605.3,37.79043,0.0,0.0,0.0,0.0, ,2.14065,29866540.0,29866538.0,644139300.0
ON,0.3,0.621,0.079,-0.28,2022-07-31,EQUITY,EQUITY,682189105,,ON,ON Semiconductor Corporation - Common Stock,58.29,900,Q,59.0,1000,Q,58.98,0,K,58.85,60.12,58.08, ,59.34,-0.36,4664117,1658874081518.0,1658874682368.0,58.29,q,NASD,True,True,0.0327,4,71.255,34.81,0.0,17.63,0.0,0.0,,Normal,58.25,6224,-1.09,1658865600512.0,-0.6067,-1.05,-1.7695,-1.8369,True,False,71.255,34.81,0.0,0.0, ,0.058263,5.15844,3.57951,12.66508,43.79226,49.42416,20.1566,27.30077,24.8518,33.27506,33.62155,15.41066,18.72586,1.83347,2.78871,29.91509,39.15142,60.93394,64.59726,3.25513,312.8885,485.7214,0.0,0.0,31.95391,5.35724,434505663.0,432.7975,25783.57,19.06774,0.0,0.0,0.0,0.0, ,1.76245,5965990.0,5965987.0,183586640.0
COIN,0.052,0.793,0.155,0.313,2022-07-31,EQUITY,EQUITY,19260Q107,,COIN,"Coinbase Global, Inc. - Class A Common Stock",54.3,100,P,54.59,100,P,54.59,0,D,61.69,62.89,52.63, ,67.07,-12.48,26805201,1658874729066.0,1658874728899.0,54.3,q,NASD,True,True,0.043,4,368.9,40.83,0.0,5.07,0.0,0.0,,Normal,52.93,4714,-14.14,1658865600595.0,-18.6074,-12.77,-19.0398,-21.0825,True,False,368.9,40.83,0.0,0.0, ,0.011309,2.28511,2.06678,5.93891,81.79423,76.18163,33.63047,0.0,21.29692,0.0,60.73629,15.58383,37.51254,0.0,1.55108,0.0,35.24876,52.13695,54.4372,10.41785,569.2567,0.0,0.0,0.0,149.4759,0.0,173706582.0,170.4901,14890.66,0.0,0.0,0.0,0.0,0.0, ,0.0,15088330.0,15088333.0,316512160.0
GO,0.264,0.736,0.0,-0.436,2022-07-31,EQUITY,EQUITY,39874R101,,GO,Grocery Outlet Holding Corp. - Common Stock,43.3,100,Q,44.0,100,Q,43.5,0,P,44.03,44.15,43.16, ,44.4,-0.9,842336,1658865610526.0,1658871023819.0,43.5,q,NASD,True,True,0.0518,4,46.13,21.01,0.0,77.54,0.0,0.0,,Closed,43.5,786,-0.9,1658865600296.0,-2.027,-0.9,-2.027,-2.027,True,False,46.13,21.01,0.0,0.0, ,0.0,4.17441,1.35465,33.17809,30.63906,30.17571,1.74106,1.39206,2.68086,2.33671,5.57684,2.11273,2.30744,0.67593,1.9036,5.37507,30.62308,44.14015,44.14015,0.55331,0.0,0.0,0.0,0.0,1.01526,6.22537,96367403.0,87.85214,4278.713,0.0,0.0,0.0,0.0,0.0, ,0.0,778560.0,778555.0,24311560.0
AAPL,0.233,0.697,0.07,-0.392,2022-07-31,EQUITY,EQUITY,037833100,,AAPL,Apple Inc. - Common Stock,152.42,600,P,152.49,300,P,152.49,0,P,152.265,153.085,150.8, ,152.95,-0.46,54941683,1658874726187.0,1658874726163.0,152.42,q,NASD,True,True,0.0167,4,182.94,129.04,0.0,25.0466,0.92,0.6,2022-05-06 00:00:00.000,Normal,151.6,49531,-1.35,1658865600226.0,-0.3008,-0.53,-0.3465,-0.8826,True,False,182.94,129.04,0.92,0.6,2022-05-06 00:00:00.000,0.65339,36.78018,6.41299,21.87051,43.32219,43.74987,26.40687,25.70982,30.92584,30.81786,149.2711,29.64002,44.91251,0.88402,0.92684,0.0,64.03085,153.3005,178.016,6.15212,38.04979,9.23257,0.0,0.0,18.62627,0.0,16185181000.0,16173.42,2475524.0,0.0,0.0,0.0,0.0,0.23,2022-05-12 00:00:00.000,1.20725,71778760.0,71778763.0,1908809630.0
NVDA,0.116,0.684,0.199,0.356,2022-07-31,EQUITY,EQUITY,67066G104,,NVDA,NVIDIA Corporation - Common Stock,167.65,100,P,167.96,200,A,167.755,0,D,168.89,169.19,164.78, ,170.24,-2.485,39599281,1658874725728.0,1658874716859.0,167.65,q,NASD,True,True,0.0236,4,346.47,140.55,0.0,46.4738,0.16,0.09,2022-06-08 00:00:00.000,Normal,165.33,16053,-4.91,1658865601266.0,-1.4597,-2.59,-1.5214,-2.8842,True,False,346.47,140.55,0.16,0.09,2022-06-08 00:00:00.000,0.595862,16.19609,14.4071,39.82781,65.25168,65.52847,32.0199,19.5222,33.69216,22.53861,41.95237,24.88949,28.47295,4.74865,5.31733,43.62162,29.37451,41.59195,41.59195,3.72662,76.66562,0.0,0.0,0.0,53.41192,8.43909,2500000000.0,2399.091,425600.0,33.95157,0.0,0.0,0.0,0.04,2022-07-01 00:00:00.000,1.63793,55304610.0,55304607.0,1176725150.0
