stock,Bearish,Neutral,Bullish,Total_Compound,date,assetType,assetMainType,cusip,assetSubType,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed,realtimeEntitled,high52,low52,dividendAmount,dividendYield,dividendDate,pegRatio,pbRatio,prRatio,pcfRatio,grossMarginTTM,grossMarginMRQ,netProfitMarginTTM,netProfitMarginMRQ,operatingMarginTTM,operatingMarginMRQ,returnOnEquity,returnOnAssets,returnOnInvestment,quickRatio,currentRatio,interestCoverage,totalDebtToCapital,ltDebtToEquity,totalDebtToEquity,epsTTM,epsChangePercentTTM,epsChangeYear,epsChange,revChangeYear,revChangeTTM,revChangeIn,sharesOutstanding,marketCapFloat,marketCap,bookValuePerShare,shortIntToFloat,shortIntDayToCover,divGrowthRate3Year,dividendPayAmount,dividendPayDate,beta,vol1DayAvg,vol10DayAvg,vol3MonthAvg
HAS,0.199,0.703,0.099,-0.169,2022-07-30,EQUITY,EQUITY,418056107,,HAS,"Hasbro, Inc. - Common Stock",78.08,300,Q,78.12,500,Q,78.1,100,D,77.72,78.63,77.04, ,78.66,-0.56,753748,1658854120542.0,1658854103077.0,78.1,q,NASD,True,True,0.0441,4,105.73,77.04,0.0,20.9135,2.8,3.56,2022-07-29 00:00:00.000,Normal,78.1,1,-0.56,1658854103077.0,-0.7119,-0.56,-0.7119,-0.7119,True,False,105.73,77.11,2.8,3.56,2022-07-29 00:00:00.000,1.228951,3.64065,1.69119,13.55815,59.33515,61.05137,8.37381,10.49134,13.54518,16.36051,18.37191,5.54037,7.09286,1.02766,1.42962,5.34053,56.69206,124.1038,131.9039,3.87932,16.49924,751.9375,0.0,0.0,9.24951,15.14057,139442133.0,128.7577,10968.54,7.90731,0.0,0.0,0.0,0.7,2022-08-15 00:00:00.000,0.81627,1558790.0,1558793.0,23258820.0
TSLA,0.274,0.701,0.025,-0.32,2022-07-30,EQUITY,EQUITY,88160R101,,TSLA,"Tesla, Inc.  - Common Stock",773.06,200,Q,773.29,100,H,773.21,100,Q,799.54,801.9299,768.79, ,805.3,-32.09,14627930,1658854159842.0,1658854159183.0,773.21,q,NASD,True,True,0.0274,4,1243.49,620.57,0.0,97.93,0.0,0.0,,Normal,773.21,1,-32.09,1658854159183.0,-3.9849,-32.09,-3.9848,-3.9849,True,False,1243.49,620.57,0.0,0.0, ,0.287988,23.04589,12.42601,64.38862,27.09853,25.00295,14.21999,13.39908,15.90686,14.55061,31.0984,15.44732,23.08706,1.05925,1.43082,0.0,10.52557,7.96679,12.17836,8.33118,335.6423,91.3919,0.0,0.0,60.44623,0.0,1036390569.0,852.8917,834605.3,37.79043,0.0,0.0,0.0,0.0, ,2.14065,29866540.0,29866538.0,644139300.0
AAPL,0.133,0.779,0.088,-0.087,2022-07-30,EQUITY,EQUITY,037833100,,AAPL,Apple Inc. - Common Stock,151.4,900,Q,151.42,400,Q,151.41,100,D,152.265,153.085,150.8, ,152.95,-1.54,25391791,1658854159807.0,1658854159037.0,151.41,q,NASD,True,True,0.0211,4,182.94,129.04,0.0,25.0466,0.92,0.6,2022-05-06 00:00:00.000,Normal,151.41,1,-1.54,1658854159037.0,-1.0069,-1.54,-1.0069,-1.0069,True,False,182.94,129.04,0.92,0.6,2022-05-06 00:00:00.000,0.65339,36.78018,6.41299,21.87051,43.32219,43.74987,26.40687,25.70982,30.92584,30.81786,149.2711,29.64002,44.91251,0.88402,0.92684,0.0,64.03085,153.3005,178.016,6.15212,38.04979,9.23257,0.0,0.0,18.62627,0.0,16185181000.0,16173.42,2475524.0,0.0,0.0,0.0,0.0,0.23,2022-05-12 00:00:00.000,1.20725,71778760.0,71778763.0,1908809630.0
MSFT,0.065,0.788,0.148,0.135,2022-07-30,EQUITY,EQUITY,594918104,,MSFT,Microsoft Corporation - Common Stock,250.08,200,Q,250.11,200,P,250.16,100,D,259.86,259.88,249.9, ,258.83,-8.67,15031984,1658854159603.0,1658854156486.0,250.11,q,NASD,True,True,0.0175,4,349.67,241.51,0.0,27.1637,2.48,0.96,2022-08-17 00:00:00.000,Normal,250.16,1,-8.67,1658854156486.0,-3.3497,-8.72,-3.369,-3.3497,True,False,349.67,241.51,2.48,0.96,2022-08-17 00:00:00.000,0.887,11.8879,10.05312,22.43597,68.7303,68.36507,37.62834,33.88979,42.52819,41.15478,48.72154,22.17523,28.76071,1.94509,1.98765,180.2124,28.3501,37.8876,39.56753,9.58486,30.44424,9.1275,0.0,0.0,20.37145,0.0,7479033135.0,7455.382,1935798.0,15.4153,0.0,0.0,0.0,0.62,2022-09-08 00:00:00.000,0.91648,25436060.0,25436059.0,643050730.0
GOOG,0.065,0.72,0.215,0.229,2022-07-30,EQUITY,EQUITY,02079K107,,GOOG,Alphabet Inc. - Class C Capital Stock,105.7,300,Q,105.74,1200,Q,105.7,100,Z,107.43,107.74,105.51, ,108.21,-2.51,13608843,1658854159039.0,1658854156720.0,105.7,q,NASD,True,True,0.0194,4,152.1,102.208,0.0,19.32,0.0,0.0,,Normal,105.7,1,-2.51,1658854156720.0,-2.3196,-2.51,-2.3196,-2.3196,True,False,152.1,102.208,0.0,0.0, ,0.417495,5.57657,5.25385,16.13805,56.92921,56.4791,27.57293,24.16668,30.47009,29.54522,30.80016,21.78894,26.30216,2.84891,2.871,15.847,5.5663,5.82314,5.8944,5.43227,47.40414,0.0,0.0,0.0,37.44725,0.0,6267528340.0,11817.0,1420294.0,13.57264,0.0,0.0,0.0,0.0, ,1.08028,38901810.0,19146606.0,829834460.0
AMZN,0.194,0.653,0.153,-0.121,2022-07-30,EQUITY,EQUITY,023135106,,AMZN,"Amazon.com, Inc. - Common Stock",115.34,100,Q,115.36,300,Q,115.35,100,D,115.79,118.15,115.35, ,121.14,-5.79,35166969,1658854159795.0,1658854159835.0,115.35,q,NASD,True,True,0.0192,4,188.1073,101.26,0.0,57.87,0.0,0.0,,Normal,115.35,1,-5.79,1658854159835.0,-4.7796,-5.79,-4.7796,-4.7796,True,False,188.1073,101.26,0.0,0.0, ,0.0,9.20296,2.57987,21.55862,42.13686,42.89186,4.4804,0.0,4.11995,3.15087,18.0456,5.83366,8.93864,0.70884,0.95963,0.42688,34.74189,51.07499,53.23766,2.06795,0.0,0.0,0.0,0.0,13.98564,0.0,10174409620.0,9169.922,1232528.0,46.36798,0.0,0.0,0.0,0.0, ,1.26722,60441380.0,60441376.0,1847835780.0
SIGA,0.0,0.671,0.329,0.314,2022-07-30,EQUITY,EQUITY,826917106,,SIGA,SIGA Technologies Inc. - Common Stock,17.01,2300,K,17.02,100,V,17.01,100,D,15.15,17.27,15.07, ,15.69,1.32,28460928,1658854159505.0,1658854159504.0,17.01,q,NASD,True,True,0.0721,4,17.27,5.84,0.0,13.15,0.0,0.0,,Normal,17.01,1,1.32,1658854159504.0,8.413,1.32,8.413,8.413,True,False,16.34,5.84,0.0,0.0, ,1.933361,6.78781,8.14988,16.13389,84.88396,55.2141,50.14621,0.0,64.30838,0.0,48.13816,43.24093,45.30825,22.21265,24.46075,0.0,0.0,0.0,0.0,0.89253,9.09258,53.30813,0.0,0.0,9.62832,0.0,72406667.0,40.26925,1136.061,0.0,0.0,0.0,0.0,0.0, ,0.4804,12245550.0,12245553.0,253319180.0
COIN,0.255,0.697,0.048,-0.542,2022-07-30,EQUITY,EQUITY,19260Q107,,COIN,"Coinbase Global, Inc. - Class A Common Stock",56.8,300,H,56.83,100,P,56.81,100,Z,61.69,62.89,56.27, ,67.07,-10.26,15136732,1658854159335.0,1658854159030.0,56.81,q,NASD,True,True,0.0471,4,368.9,40.83,0.0,5.07,0.0,0.0,,Normal,56.81,1,-10.26,1658854159030.0,-15.2975,-10.26,-15.2975,-15.2975,True,False,368.9,40.83,0.0,0.0, ,0.011309,2.28511,2.06678,5.93891,81.79423,76.18163,33.63047,0.0,21.29692,0.0,60.73629,15.58383,37.51254,0.0,1.55108,0.0,35.24876,52.13695,54.4372,10.41785,569.2567,0.0,0.0,0.0,149.4759,0.0,173706582.0,170.4901,14890.66,0.0,0.0,0.0,0.0,0.0, ,0.0,15088330.0,15088333.0,316512160.0
ON,0.138,0.679,0.183,0.203,2022-07-30,EQUITY,EQUITY,682189105,,ON,ON Semiconductor Corporation - Common Stock,58.67,200,Z,58.69,100,U,58.68,100,D,58.85,60.12,58.22, ,59.34,-0.66,2146254,1658854159491.0,1658854151283.0,58.68,q,NASD,True,True,0.0292,4,71.255,34.81,0.0,17.63,0.0,0.0,,Normal,58.68,1,-0.66,1658854151283.0,-1.1122,-0.66,-1.1122,-1.1122,True,False,71.255,34.81,0.0,0.0, ,0.058263,5.15844,3.57951,12.66508,43.79226,49.42416,20.1566,27.30077,24.8518,33.27506,33.62155,15.41066,18.72586,1.83347,2.78871,29.91509,39.15142,60.93394,64.59726,3.25513,312.8885,485.7214,0.0,0.0,31.95391,5.35724,434505663.0,432.7975,25783.57,19.06774,0.0,0.0,0.0,0.0, ,1.76245,5965990.0,5965987.0,183586640.0
GOOGL,0.22,0.663,0.117,-0.238,2022-07-30,EQUITY,EQUITY,02079K305,,GOOGL,Alphabet Inc. - Class A Common Stock,105.12,100,Q,105.15,100,P,105.12,100,D,106.6,107.2,104.79, ,107.51,-2.39,16767389,1658854159283.0,1658854156720.0,105.12,q,NASD,True,True,0.0218,4,151.5466,101.8847,0.0,19.24,0.0,0.0,,Normal,105.12,1,-2.39,1658854156720.0,-2.223,-2.39,-2.2231,-2.223,True,False,151.5466,101.8847,0.0,0.0, ,0.417495,5.57657,5.25385,16.13805,56.92921,56.4791,27.57293,24.16668,30.47009,29.54522,30.80016,21.78894,26.30216,2.84891,2.871,15.847,5.5663,5.82314,5.8944,5.43227,47.40414,0.0,0.0,0.0,37.44725,0.0,6015272440.0,11817.0,1420294.0,13.57264,0.0,0.0,0.0,0.0, ,1.08028,38901810.0,23195784.0,829834460.0
HAS,0.199,0.703,0.099,-0.169,2022-07-30,EQUITY,EQUITY,418056107,,HAS,"Hasbro, Inc. - Common Stock",78.05,200,P,78.07,200,Q,78.06,100,D,77.72,78.63,77.04, ,78.66,-0.6,761080,1658854158822.0,1658854146833.0,78.06,q,NASD,True,True,0.0438,4,105.73,77.04,0.0,20.9135,2.8,3.56,2022-07-29 00:00:00.000,Normal,78.06,1,-0.6,1658854146833.0,-0.7628,-0.6,-0.7628,-0.7628,True,False,105.73,77.11,2.8,3.56,2022-07-29 00:00:00.000,1.228951,3.64065,1.69119,13.55815,59.33515,61.05137,8.37381,10.49134,13.54518,16.36051,18.37191,5.54037,7.09286,1.02766,1.42962,5.34053,56.69206,124.1038,131.9039,3.87932,16.49924,751.9375,0.0,0.0,9.24951,15.14057,139442133.0,128.7577,10968.54,7.90731,0.0,0.0,0.0,0.7,2022-08-15 00:00:00.000,0.81627,1558790.0,1558793.0,23258820.0
TSLA,0.274,0.701,0.025,-0.32,2022-07-30,EQUITY,EQUITY,88160R101,,TSLA,"Tesla, Inc.  - Common Stock",772.94,100,H,773.19,300,K,773.2128,100,K,799.54,801.9299,768.79, ,805.3,-32.0872,14645444,1658854218088.0,1658854213435.0,773.19,q,NASD,True,True,0.0274,4,1243.49,620.57,0.0,97.93,0.0,0.0,,Normal,773.2128,1,-32.0872,1658854213435.0,-3.9845,-32.11,-3.9873,-3.9845,True,False,1243.49,620.57,0.0,0.0, ,0.287988,23.04589,12.42601,64.38862,27.09853,25.00295,14.21999,13.39908,15.90686,14.55061,31.0984,15.44732,23.08706,1.05925,1.43082,0.0,10.52557,7.96679,12.17836,8.33118,335.6423,91.3919,0.0,0.0,60.44623,0.0,1036390569.0,852.8917,834605.3,37.79043,0.0,0.0,0.0,0.0, ,2.14065,29866540.0,29866538.0,644139300.0
AAPL,0.133,0.779,0.088,-0.087,2022-07-30,EQUITY,EQUITY,037833100,,AAPL,Apple Inc. - Common Stock,151.46,300,P,151.47,600,X,151.4604,100,D,152.265,153.085,150.8, ,152.95,-1.4896,25447162,1658854217887.0,1658854217599.0,151.4604,q,NASD,True,True,0.0211,4,182.94,129.04,0.0,25.0466,0.92,0.6,2022-05-06 00:00:00.000,Normal,151.4604,1,-1.4896,1658854217599.0,-0.9739,-1.4896,-0.9739,-0.9739,True,False,182.94,129.04,0.92,0.6,2022-05-06 00:00:00.000,0.65339,36.78018,6.41299,21.87051,43.32219,43.74987,26.40687,25.70982,30.92584,30.81786,149.2711,29.64002,44.91251,0.88402,0.92684,0.0,64.03085,153.3005,178.016,6.15212,38.04979,9.23257,0.0,0.0,18.62627,0.0,16185181000.0,16173.42,2475524.0,0.0,0.0,0.0,0.0,0.23,2022-05-12 00:00:00.000,1.20725,71778760.0,71778763.0,1908809630.0
MSFT,0.065,0.788,0.148,0.135,2022-07-30,EQUITY,EQUITY,594918104,,MSFT,Microsoft Corporation - Common Stock,250.16,300,Q,250.18,100,P,250.1601,100,D,259.86,259.88,249.9, ,258.83,-8.6699,15063189,1658854217811.0,1658854217987.0,250.1601,q,NASD,True,True,0.0175,4,349.67,241.51,0.0,27.1637,2.48,0.96,2022-08-17 00:00:00.000,Normal,250.1601,1,-8.6699,1658854217987.0,-3.3497,-8.6699,-3.3496,-3.3497,True,False,349.67,241.51,2.48,0.96,2022-08-17 00:00:00.000,0.887,11.8879,10.05312,22.43597,68.7303,68.36507,37.62834,33.88979,42.52819,41.15478,48.72154,22.17523,28.76071,1.94509,1.98765,180.2124,28.3501,37.8876,39.56753,9.58486,30.44424,9.1275,0.0,0.0,20.37145,0.0,7479033135.0,7455.382,1935798.0,15.4153,0.0,0.0,0.0,0.62,2022-09-08 00:00:00.000,0.91648,25436060.0,25436059.0,643050730.0
GOOG,0.065,0.72,0.215,0.229,2022-07-30,EQUITY,EQUITY,02079K107,,GOOG,Alphabet Inc. - Class C Capital Stock,105.69,300,Q,105.71,500,Q,105.7,500,D,107.43,107.74,105.51, ,108.21,-2.51,13640043,1658854215936.0,1658854217540.0,105.7,q,NASD,True,True,0.0194,4,152.1,102.208,0.0,19.32,0.0,0.0,,Normal,105.7,5,-2.51,1658854217540.0,-2.3196,-2.51,-2.3196,-2.3196,True,False,152.1,102.208,0.0,0.0, ,0.417495,5.57657,5.25385,16.13805,56.92921,56.4791,27.57293,24.16668,30.47009,29.54522,30.80016,21.78894,26.30216,2.84891,2.871,15.847,5.5663,5.82314,5.8944,5.43227,47.40414,0.0,0.0,0.0,37.44725,0.0,6267528340.0,11817.0,1420294.0,13.57264,0.0,0.0,0.0,0.0, ,1.08028,38901810.0,19146606.0,829834460.0
AMZN,0.194,0.653,0.153,-0.121,2022-07-30,EQUITY,EQUITY,023135106,,AMZN,"Amazon.com, Inc. - Common Stock",115.33,100,Q,115.35,400,Q,115.347,100,D,115.79,118.15,115.31, ,121.14,-5.793,35273637,1658854217017.0,1658854217691.0,115.347,q,NASD,True,True,0.0192,4,188.1073,101.26,0.0,57.87,0.0,0.0,,Normal,115.347,1,-5.793,1658854217691.0,-4.7821,-5.793,-4.7821,-4.7821,True,False,188.1073,101.26,0.0,0.0, ,0.0,9.20296,2.57987,21.55862,42.13686,42.89186,4.4804,0.0,4.11995,3.15087,18.0456,5.83366,8.93864,0.70884,0.95963,0.42688,34.74189,51.07499,53.23766,2.06795,0.0,0.0,0.0,0.0,13.98564,0.0,10174409620.0,9169.922,1232528.0,46.36798,0.0,0.0,0.0,0.0, ,1.26722,60441380.0,60441376.0,1847835780.0
SIGA,0.0,0.671,0.329,0.314,2022-07-30,EQUITY,EQUITY,826917106,,SIGA,SIGA Technologies Inc. - Common Stock,16.97,100,Q,16.99,300,Q,16.9815,100,D,15.15,17.27,15.07, ,15.69,1.2915,28505592,1658854216416.0,1658854216402.0,16.9815,q,NASD,True,True,0.0721,4,17.27,5.84,0.0,13.15,0.0,0.0,,Normal,16.9815,1,1.2915,1658854216402.0,8.2314,1.2915,8.2314,8.2314,True,False,16.34,5.84,0.0,0.0, ,1.933361,6.78781,8.14988,16.13389,84.88396,55.2141,50.14621,0.0,64.30838,0.0,48.13816,43.24093,45.30825,22.21265,24.46075,0.0,0.0,0.0,0.0,0.89253,9.09258,53.30813,0.0,0.0,9.62832,0.0,72406667.0,40.26925,1136.061,0.0,0.0,0.0,0.0,0.0, ,0.4804,12245550.0,12245553.0,253319180.0
COIN,0.255,0.697,0.048,-0.542,2022-07-30,EQUITY,EQUITY,19260Q107,,COIN,"Coinbase Global, Inc. - Class A Common Stock",56.85,100,Z,56.88,200,V,56.87,100,D,61.69,62.89,56.27, ,67.07,-10.2,15148565,1658854216252.0,1658854213281.0,56.87,q,NASD,True,True,0.0471,4,368.9,40.83,0.0,5.07,0.0,0.0,,Normal,56.87,1,-10.2,1658854213281.0,-15.208,-10.2,-15.208,-15.208,True,False,368.9,40.83,0.0,0.0, ,0.011309,2.28511,2.06678,5.93891,81.79423,76.18163,33.63047,0.0,21.29692,0.0,60.73629,15.58383,37.51254,0.0,1.55108,0.0,35.24876,52.13695,54.4372,10.41785,569.2567,0.0,0.0,0.0,149.4759,0.0,173706582.0,170.4901,14890.66,0.0,0.0,0.0,0.0,0.0, ,0.0,15088330.0,15088333.0,316512160.0
ON,0.138,0.679,0.183,0.203,2022-07-30,EQUITY,EQUITY,682189105,,ON,ON Semiconductor Corporation - Common Stock,58.72,200,Z,58.74,100,Q,58.72,100,P,58.85,60.12,58.22, ,59.34,-0.62,2148943,1658854216427.0,1658854209630.0,58.72,q,NASD,True,True,0.0292,4,71.255,34.81,0.0,17.63,0.0,0.0,,Normal,58.72,1,-0.62,1658854209630.0,-1.0448,-0.62,-1.0448,-1.0448,True,False,71.255,34.81,0.0,0.0, ,0.058263,5.15844,3.57951,12.66508,43.79226,49.42416,20.1566,27.30077,24.8518,33.27506,33.62155,15.41066,18.72586,1.83347,2.78871,29.91509,39.15142,60.93394,64.59726,3.25513,312.8885,485.7214,0.0,0.0,31.95391,5.35724,434505663.0,432.7975,25783.57,19.06774,0.0,0.0,0.0,0.0, ,1.76245,5965990.0,5965987.0,183586640.0
GOOGL,0.22,0.663,0.117,-0.238,2022-07-30,EQUITY,EQUITY,02079K305,,GOOGL,Alphabet Inc. - Class A Common Stock,105.12,300,P,105.14,1000,Q,105.1211,100,D,106.6,107.2,104.79, ,107.51,-2.3889,16802259,1658854216155.0,1658854215829.0,105.1211,q,NASD,True,True,0.0217,4,151.5466,101.8847,0.0,19.24,0.0,0.0,,Normal,105.1211,1,-2.3889,1658854215829.0,-2.222,-2.3889,-2.222,-2.222,True,False,151.5466,101.8847,0.0,0.0, ,0.417495,5.57657,5.25385,16.13805,56.92921,56.4791,27.57293,24.16668,30.47009,29.54522,30.80016,21.78894,26.30216,2.84891,2.871,15.847,5.5663,5.82314,5.8944,5.43227,47.40414,0.0,0.0,0.0,37.44725,0.0,6015272440.0,11817.0,1420294.0,13.57264,0.0,0.0,0.0,0.0, ,1.08028,38901810.0,23195784.0,829834460.0
HAS,0.199,0.703,0.099,-0.169,2022-07-30,EQUITY,EQUITY,418056107,,HAS,"Hasbro, Inc. - Common Stock",78.05,100,P,78.06,500,Q,78.06,100,Q,77.72,78.63,77.04, ,78.66,-0.6,767127,1658854215055.0,1658854213717.0,78.06,q,NASD,True,True,0.0437,4,105.73,77.04,0.0,20.9135,2.8,3.56,2022-07-29 00:00:00.000,Normal,78.06,1,-0.6,1658854213717.0,-0.7628,-0.6,-0.7628,-0.7628,True,False,105.73,77.11,2.8,3.56,2022-07-29 00:00:00.000,1.228951,3.64065,1.69119,13.55815,59.33515,61.05137,8.37381,10.49134,13.54518,16.36051,18.37191,5.54037,7.09286,1.02766,1.42962,5.34053,56.69206,124.1038,131.9039,3.87932,16.49924,751.9375,0.0,0.0,9.24951,15.14057,139442133.0,128.7577,10968.54,7.90731,0.0,0.0,0.0,0.7,2022-08-15 00:00:00.000,0.81627,1558790.0,1558793.0,23258820.0
TSLA,0.274,0.701,0.025,-0.32,2022-07-30,EQUITY,EQUITY,88160R101,,TSLA,"Tesla, Inc.  - Common Stock",773.5,100,Q,773.67,100,P,773.5844,100,D,799.54,801.9299,768.79, ,805.3,-31.7156,14721397,1658854373307.0,1658854373377.0,773.5844,q,NASD,True,True,0.0273,4,1243.49,620.57,0.0,97.93,0.0,0.0,,Normal,773.5844,1,-31.7156,1658854373377.0,-3.9384,-31.7156,-3.9384,-3.9384,True,False,1243.49,620.57,0.0,0.0, ,0.287988,23.04589,12.42601,64.38862,27.09853,25.00295,14.21999,13.39908,15.90686,14.55061,31.0984,15.44732,23.08706,1.05925,1.43082,0.0,10.52557,7.96679,12.17836,8.33118,335.6423,91.3919,0.0,0.0,60.44623,0.0,1036390569.0,852.8917,834605.3,37.79043,0.0,0.0,0.0,0.0, ,2.14065,29866540.0,29866538.0,644139300.0
AAPL,0.133,0.779,0.088,-0.087,2022-07-30,EQUITY,EQUITY,037833100,,AAPL,Apple Inc. - Common Stock,151.55,700,Q,151.56,500,Q,151.55,100,D,152.265,153.085,150.8, ,152.95,-1.4,25648354,1658854373294.0,1658854373251.0,151.55,q,NASD,True,True,0.021,4,182.94,129.04,0.0,25.0466,0.92,0.6,2022-05-06 00:00:00.000,Normal,151.55,1,-1.4,1658854373251.0,-0.9153,-1.4,-0.9153,-0.9153,True,False,182.94,129.04,0.92,0.6,2022-05-06 00:00:00.000,0.65339,36.78018,6.41299,21.87051,43.32219,43.74987,26.40687,25.70982,30.92584,30.81786,149.2711,29.64002,44.91251,0.88402,0.92684,0.0,64.03085,153.3005,178.016,6.15212,38.04979,9.23257,0.0,0.0,18.62627,0.0,16185181000.0,16173.42,2475524.0,0.0,0.0,0.0,0.0,0.23,2022-05-12 00:00:00.000,1.20725,71778760.0,71778763.0,1908809630.0
MSFT,0.065,0.788,0.148,0.135,2022-07-30,EQUITY,EQUITY,594918104,,MSFT,Microsoft Corporation - Common Stock,250.31,200,A,250.33,200,Q,250.3135,100,D,259.86,259.88,249.9, ,258.83,-8.5165,15183770,1658854373294.0,1658854372711.0,250.3135,q,NASD,True,True,0.0174,4,349.67,241.51,0.0,27.1637,2.48,0.96,2022-08-17 00:00:00.000,Normal,250.3135,1,-8.5165,1658854372711.0,-3.2904,-8.5165,-3.2904,-3.2904,True,False,349.67,241.51,2.48,0.96,2022-08-17 00:00:00.000,0.887,11.8879,10.05312,22.43597,68.7303,68.36507,37.62834,33.88979,42.52819,41.15478,48.72154,22.17523,28.76071,1.94509,1.98765,180.2124,28.3501,37.8876,39.56753,9.58486,30.44424,9.1275,0.0,0.0,20.37145,0.0,7479033135.0,7455.382,1935798.0,15.4153,0.0,0.0,0.0,0.62,2022-09-08 00:00:00.000,0.91648,25436060.0,25436059.0,643050730.0
GOOG,0.065,0.72,0.215,0.229,2022-07-30,EQUITY,EQUITY,02079K107,,GOOG,Alphabet Inc. - Class C Capital Stock,105.74,200,Q,105.77,200,P,105.755,100,D,107.43,107.74,105.51, ,108.21,-2.455,13760765,1658854373104.0,1658854372174.0,105.755,q,NASD,True,True,0.0193,4,152.1,102.208,0.0,19.32,0.0,0.0,,Normal,105.755,1,-2.455,1658854372174.0,-2.2687,-2.455,-2.2687,-2.2687,True,False,152.1,102.208,0.0,0.0, ,0.417495,5.57657,5.25385,16.13805,56.92921,56.4791,27.57293,24.16668,30.47009,29.54522,30.80016,21.78894,26.30216,2.84891,2.871,15.847,5.5663,5.82314,5.8944,5.43227,47.40414,0.0,0.0,0.0,37.44725,0.0,6267528340.0,11817.0,1420294.0,13.57264,0.0,0.0,0.0,0.0, ,1.08028,38901810.0,19146606.0,829834460.0
AMZN,0.194,0.653,0.153,-0.121,2022-07-30,EQUITY,EQUITY,023135106,,AMZN,"Amazon.com, Inc. - Common Stock",115.59,200,Q,115.6,200,K,115.5988,200,D,115.79,118.15,115.31, ,121.14,-5.5412,35517440,1658854373306.0,1658854373300.0,115.5988,q,NASD,True,True,0.0191,4,188.1073,101.26,0.0,57.87,0.0,0.0,,Normal,115.5988,2,-5.5412,1658854373300.0,-4.5742,-5.5412,-4.5742,-4.5742,True,False,188.1073,101.26,0.0,0.0, ,0.0,9.20296,2.57987,21.55862,42.13686,42.89186,4.4804,0.0,4.11995,3.15087,18.0456,5.83366,8.93864,0.70884,0.95963,0.42688,34.74189,51.07499,53.23766,2.06795,0.0,0.0,0.0,0.0,13.98564,0.0,10174409620.0,9169.922,1232528.0,46.36798,0.0,0.0,0.0,0.0, ,1.26722,60441380.0,60441376.0,1847835780.0
SIGA,0.0,0.671,0.329,0.314,2022-07-30,EQUITY,EQUITY,826917106,,SIGA,SIGA Technologies Inc. - Common Stock,16.93,100,U,16.95,200,U,16.95,100,D,15.15,17.27,15.07, ,15.69,1.26,28572980,1658854371173.0,1658854365737.0,16.95,q,NASD,True,True,0.072,4,17.27,5.84,0.0,13.15,0.0,0.0,,Normal,16.95,1,1.26,1658854365737.0,8.0306,1.26,8.0306,8.0306,True,False,16.34,5.84,0.0,0.0, ,1.933361,6.78781,8.14988,16.13389,84.88396,55.2141,50.14621,0.0,64.30838,0.0,48.13816,43.24093,45.30825,22.21265,24.46075,0.0,0.0,0.0,0.0,0.89253,9.09258,53.30813,0.0,0.0,9.62832,0.0,72406667.0,40.26925,1136.061,0.0,0.0,0.0,0.0,0.0, ,0.4804,12245550.0,12245553.0,253319180.0
COIN,0.255,0.697,0.048,-0.542,2022-07-30,EQUITY,EQUITY,19260Q107,,COIN,"Coinbase Global, Inc. - Class A Common Stock",56.78,300,Q,56.8,100,P,56.795,20000,V,61.69,62.89,56.27, ,67.07,-10.275,15210585,1658854372873.0,1658854369648.0,56.795,q,NASD,True,True,0.047,4,368.9,40.83,0.0,5.07,0.0,0.0,,Normal,56.795,200,-10.275,1658854369648.0,-15.3198,-10.275,-15.3198,-15.3198,True,False,368.9,40.83,0.0,0.0, ,0.011309,2.28511,2.06678,5.93891,81.79423,76.18163,33.63047,0.0,21.29692,0.0,60.73629,15.58383,37.51254,0.0,1.55108,0.0,35.24876,52.13695,54.4372,10.41785,569.2567,0.0,0.0,0.0,149.4759,0.0,173706582.0,170.4901,14890.66,0.0,0.0,0.0,0.0,0.0, ,0.0,15088330.0,15088333.0,316512160.0
ON,0.138,0.679,0.183,0.203,2022-07-30,EQUITY,EQUITY,682189105,,ON,ON Semiconductor Corporation - Common Stock,58.71,300,Q,58.74,100,U,58.725,100,D,58.85,60.12,58.22, ,59.34,-0.615,2157607,1658854373346.0,1658854368260.0,58.725,q,NASD,True,True,0.0292,4,71.255,34.81,0.0,17.63,0.0,0.0,,Normal,58.725,1,-0.615,1658854368260.0,-1.0364,-0.615,-1.0364,-1.0364,True,False,71.255,34.81,0.0,0.0, ,0.058263,5.15844,3.57951,12.66508,43.79226,49.42416,20.1566,27.30077,24.8518,33.27506,33.62155,15.41066,18.72586,1.83347,2.78871,29.91509,39.15142,60.93394,64.59726,3.25513,312.8885,485.7214,0.0,0.0,31.95391,5.35724,434505663.0,432.7975,25783.57,19.06774,0.0,0.0,0.0,0.0, ,1.76245,5965990.0,5965987.0,183586640.0
